id,name,data,length,alias,language,imdb,star,cnumber,region
30276387,超变战陀,['2018-03-26(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30256057,交易：校园情侣 정사 : 캠퍼스 커플,['2018-06-22(韩国)'],['73'],['Business: Campus Couples'],['韩语'],[],['4.4'],['80'],['韩国']
30352543,记忆 記憶,[],['8'],['Black Hole Monster'],[],[],[''],[],['马来西亚']
30231972,铁血飞虎,['2018-05-19(中国大陆)'],['70'],[],['汉语普通话'],[],[''],[],['中国大陆']
30212173,澄书馆 第一季 再说西游,['2018-05-03(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30286060,天然生活 天然☆生活,['2018-07-14(加拿大)'],['96'],['Being Natural'],['日语'],['https://www.imdb.com/title/tt8335576'],[''],[],['日本']
30168101,我盛大的意大利同志婚礼 Matrimonio italiano,['2018-03-01(意大利)'],['89'],['MY BIG GAY ITALIAN WEDDING (W.T.) / My Big Gay Italian Wedding / Puoi baciare lo sposo / 結婚哪有那麼男(台)'],['意大利语'],['https://www.imdb.com/title/tt6917290'],['5.8'],['77'],['意大利']
30255238,球王,['2018-06-26(中国大陆)'],[],['足球梦永不言弃'],['汉语普通话'],[],[''],[],['中国大陆']
30359364,不良诱因 Trigger,['2018-10-25(北京电影学院)'],[],[],['亚美尼亚语'],[],[''],[],['亚美尼亚']
27601045,单向街14号,['2018-03-02(中国大陆)'],['85'],[],['汉语普通话'],[],[''],[],['中国大陆']
34781769,前任沙滩见 第八季 Ex on the Beach Season 8,['2018-03-20'],[],[],['英语'],['https://www.imdb.com/title/tt8359920'],[''],[],['英国']
30292767,世界：变性儿童 谁是专家 Transgender Kids: Who Knows Best?,['2018(英国)'],['51'],['如何对待跨性别儿童'],['英语'],['https://www.imdb.com/title/tt6474208'],[''],[],['英国']
30396273,哈喽！有事吗 哈囉！有事嗎,['2018-10-26(中国台湾)'],['97'],['Single Day'],['汉语普通话'],[],[''],[],['中国台湾']
26951618,你也是人类吗? 너도 인간이니?,['2018-06-04(韩国)'],[],['男神机械人(港) / Are You Human Too?'],['韩语'],['https://www.imdb.com/title/tt7817966'],['8.4'],['8978'],['韩国']
30167540,迪米特利·马丁：想太多 Demetri Martin: The Overthinker,['2018-08-10(美国)'],['56'],[],['英语'],['https://www.imdb.com/title/tt7725144'],['7.9'],['142'],['美国']
30423877,朋友的家教妻子 친구 아내는 야한 가정교사,['2018-12-07(韩国)'],['61'],[],['日语'],[],[''],[],['日本 / 韩国']
30135548,成为岛主的男人,['2018-02-04(中国大陆)'],['79'],[],['汉语普通话'],[],[''],[],['中国大陆']
34453867,欧冠半决赛罗马VS利物浦 Semi-Final Rome FC vs Liverpool FC,['2018-05-02(意大利)'],['90'],[],[],['https://www.imdb.com/title/tt10457764'],[''],[],['意大利']
27165968,少年泰坦出击电影版 Teen Titans Go! To the Movies,['2018-07-27(美国)'],['84'],['电影少年悍将GO！(台)'],['英语'],['https://www.imdb.com/title/tt7424200'],['8.2'],['4027'],['美国']
30358052,1803,['2018-07-09(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30370906,刀尖舞者,['2018-09-04(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30284893,天谕2：苍古之绊,['2018-07-25(中国大陆)'],[],['天谕 第二季：苍古之绊'],['汉语普通话'],[],[''],[],['中国大陆']
33403749,目的地：杜斯伯里 Destination: Dewsbury,"['2018-04-29(Newport Beach International Film Festival)', '2019-03-01(英国)']",['86'],[],['英语'],['https://www.imdb.com/title/tt5275128'],[''],[],['英国']
30132541,漠北三人行,['2018-01-15(中国大陆)'],[],['漠北3人行'],['汉语普通话'],[],[''],[],['中国大陆']
27598384,生死狙击 第三季 Shooter Season 3,['2018-06-21(美国)'],[],[],['英语'],['https://www.imdb.com/title/tt7846292'],['7.0'],['502'],['美国']
30353107,特朗普的摊牌 Trump's Showdown,['2018-10-02(美国)'],['114'],[],[],[],[''],[],['美国']
26948407,高堡奇人 第三季 The Man in the High Castle Season 3,['2018-10-05(美国)'],[],['高城堡里的人'],['英语'],['https://www.imdb.com/title/tt6386614'],['8.4'],['2746'],['美国']
30345771,缺席 Birha,['2018-10(韩国釜山)'],['80'],['Absence'],['北印度语 Hindi / 旁遮普语 Punjabi / 恰蒂斯加尔语 Chhattisgarhi'],[],[''],[],['印度 India']
26683421,特工 공작,"['2018-05-11(戛纳电影节)', '2018-08-08(韩国)']",['137'],['北风(台) / 北寒谍战(港) / 工作 / The Spy Gone North / Gongjak'],['韩语 / 汉语普通话 / 日语'],['https://www.imdb.com/title/tt8290698'],['8.5'],['92819'],['韩国']
27194985,平成细雪 平成細雪,['2018-01-07(日本)'],[],['Heisei Sasameyuki'],['日语'],['https://www.imdb.com/title/tt7857570'],['8.4'],['2191'],['日本']
27186359,吸血鬼仆人 -Alice in the Garden- 劇場版 SERVAMP -サーヴァンプ- Alice in the Garden,['2018-04-07(日本)'],['58'],['剧场版 吸血鬼仆人 Alice in the Garden'],['日语'],[],[''],[],['日本']
27602570,回溯者 Backtrace,['2018-12-14(美国)'],['92'],['回溯'],['英语'],['https://www.imdb.com/title/tt3588588'],['3.6'],['453'],['美国']
30255210,黑象2,[],['14'],['黑象2 - 生来自由'],['汉语普通话'],[],[''],[],['中国大陆']
30283656,索妮 Soni,['2018-09-06(威尼斯电影节)'],['97'],['索妮警官'],['印地语'],['https://www.imdb.com/title/tt6078866'],['6.5'],['401'],['印度']
30125997,济公之英雄归位,['2018-02-16(中国大陆)'],['95'],['济公之捉妖降魔'],['汉语普通话'],[],['3.0'],['1034'],['中国大陆']
30381900,"在许多人中，只有一个 Out of Many, One",['2018-12-12(美国)'],['34'],[],[],['https://www.imdb.com/title/tt9283302'],[''],[],['美国']
27625642,性爱后遗症 第三季 Lovesick Season 3,['2018-01-01(美国)'],[],[],['英语'],['https://www.imdb.com/title/tt7050882'],['7.7'],['182'],['英国']
33418396,2018年偶像明星运动会：中秋特辑 추석특집 2018 아이돌스타 육상 선수권대회,['2018-09-25(韩国)'],[],['第16届偶像明星运动会'],['韩语'],[],[''],[],['韩国']
30263991,紧急救命 特别篇 另一个战场 コード・ブルー 特別編 -もう一つの戦場-,['2018-07-28(日本)'],['105'],[],['日语'],[],['6.4'],['796'],['日本']
30470208,善良的姐妹 착한 자매들,['2018-10-12(韩国)'],['84'],['Good sisters'],['韩语'],[],[''],[],['韩国']
30232260,人生删除事务所 dele ディーリー,['2018-07-27(日本)'],[],[],['日语'],['https://www.imdb.com/title/tt9002012'],['8.5'],['35166'],['日本']
30317962,纪实72小时 海上保安学校 青春グラフィティー ドキュメント72時間「海上保安学校 青春グラフィティー,['2018-09-07(日本)'],[],[],['日语'],[],[''],[],['日本']
30345942,RIDE ON TIME～時が奏でるリアルストーリー～,['2018-10-05(日本)'],[],[],['日语'],[],['8.1'],['158'],['日本']
30372122,诺基亚的崛起与衰落 The Rise and Fall of Nokia,['2018-07-10(英国)'],[],[],['英语'],['https://www.imdb.com/title/tt8717008'],[''],[],['英国']
30276436,三脚猫,['2018-06-13(北京)'],['11'],[],['汉语普通话'],[],[''],[],['中国大陆']
30425553,演习 DRY RUN,['2018-07-18(澳大利亚)'],[],[],['无对白'],[],[''],[],['澳大利亚']
30263985,三澈旅行要去哪儿 어디까지 가봤니,['2018-07-15(韩国)'],[],['땡철이 어디가 / 穷游去哪里 / 穷游去哪儿 / 三chul去哪里'],['韩语'],[],['7.9'],['65'],['韩国']
30299197,江湖夜店,['2018-08-10(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30148206,1+1的深情,['2018-02-11(中国香港)'],[],['Through Thick and Thin'],['粤语'],[],[''],[],['中国香港']
30438264,会出道的 ONEUS+ONEWE We Will Debut!,['2018-07-12(韩国)'],[],[],[],[],[''],[],['韩国']
30232274,UNDER THE DOG Jumbled,['2018-06-23(日本)'],[],['败犬剧场版'],['日语'],[],[''],[],['日本']
30329126,残酷 Brutal,['2018-12-11(美国)'],['67'],[],['日语'],['https://www.imdb.com/title/tt4019346'],[''],[],['日本']
30366631,我们剩下的未完成 What We Left Behind: Looking Back at Star Trek: Deep Space Nine,['2018-10-12(美国)'],[],['What We Left Behind: Star Trek Deep Space Nine / DS9: What We Left Behind / What We Left Behind'],['英语'],['https://www.imdb.com/title/tt6332276'],[''],[],['美国']
33437349,BBC自然历史组：创新的60年 BBC Natural History Unit 60 Years of Innovation,[],[],[],['英语'],[],[''],[],['英国']
30194423,巧夺天工,['2018-03-31(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30140114,新春开运王 新春開運王,['2018-02-05(中国香港)'],[],[],['粤语'],[],[''],[],['中国香港']
30258085,天网狼蛛,['2018-08-25(中国大陆)'],['90'],[],['汉语普通话'],[],[''],[],['中国大陆']
30362319,奶奶的守护天使 BAOZHA!,['2018-09-30(中国大陆)'],['6'],['包吒 / 奶奶的守护神'],['无对白'],[],[''],[],['新加坡']
27664622,探长薇拉 第八季 Vera Season 8,['2018-01-07(英国)'],[],[],['英语'],['https://www.imdb.com/title/tt7077344'],['8.8'],['232'],['英国']
30358091,诡屋调查实录之魔兵借道,['2018-10-27(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
26926309,刃牙 死囚篇 バキ（シリーズ第２部）,['2018-06-25(日本)'],[],['新刃牙 / 刃牙 最凶死刑囚篇 / BAKI 刃牙 第2作'],['日语'],['https://www.imdb.com/title/tt6357658'],['7.4'],['1064'],['日本']
27597060,不受欢迎之家 ひもてはうす,['2018-10-07(日本)'],[],['Himote House'],['日语'],['https://www.imdb.com/title/tt9074304'],['5.9'],['96'],['日本']
30188778,嗨唱起来,['2018-04-27(中国大陆)'],[],['声经百战'],['汉语普通话'],[],[''],[],['中国大陆']
26938137,六个气球 6 Balloons,"['2018-03-12(西南偏南电影节)', '2018-04-06(美国)']",['74'],[],['英语'],['https://www.imdb.com/title/tt6142496'],['5.3'],['118'],['美国']
30312832,社会王,['2018-09-17(中国大陆)'],['79'],[],['汉语普通话'],[],[''],[],['中国大陆']
30215191,恩师,['2018-09-10(中国大陆)'],['89'],[],['汉语普通话'],[],[''],[],['中国大陆']
30299815,古墓迷思,['2018-07-20(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30377700,十分钟速成课：统计学 Crash Course: Statistics,['2018-01-17(美国)'],[],[],['英语'],[],[''],[],['美国']
27144971,书店的骸骨店员本田君 ガイコツ書店員 本田さん,['2018-10-07(日本)'],[],['书店里的骷髅店员本田 / 骸骨书店员本田桑'],['日语'],['https://www.imdb.com/title/tt9100954'],['7.8'],['2480'],['日本']
30366382,都是真的 All Is True,"['2018-12-21(美国点映)', '2019-02-08(英国)']",['101'],['莎士比亚的最后时光(台)'],['英语'],['https://www.imdb.com/title/tt9206798'],['7.0'],['886'],['英国']
30299342,时尚之王 国王的权杖,['2018-08-14(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30382776,新白蛇传之龙吉公主,['2018-12-28(中国大陆)'],['90'],[],['汉语普通话'],[],[''],[],['中国大陆']
30371826,玻璃音符 The Glass Note,['2018-05-16(英国)'],['9'],[],['无对白'],['https://www.imdb.com/title/tt9234522'],[''],[],['美国']
30408172,恐惧 ഭയാനകം,['2018-07-20(印度)'],['123'],['Bhayanakam'],['马拉雅拉姆语'],['https://www.imdb.com/title/tt8396232'],[''],[],['印度']
30384307,废柴联盟,['2018-11-23(中国大陆)'],['66'],[],['汉语普通话'],[],[''],[],['中国大陆']
27140040,超能力女儿 ヒナまつり,['2018-04-06(日本)'],[],['极道超女(台) / 黑社会的超能力女儿'],['日语'],['https://www.imdb.com/title/tt8253044'],['8.7'],['14083'],['日本']
34852302,欢迎 Welcome,[],[],[],['无对白'],[],[''],[],['加拿大']
30389623,一战的秘密耻辱：弹震症 WWIs Secret Shame: Shell Shock,['2018-11-12(英国)'],['60'],[],['英语'],['https://www.imdb.com/title/tt9278458'],[''],[],['英国']
30210200,变形 Metamorphosis,['2018-02-02(圣巴巴拉电影节)'],['84'],[],['英语'],['https://www.imdb.com/title/tt6778300'],['7.1'],['72'],['加拿大']
26949241,游戏之夜 Game Night,['2018-02-23(美国)'],['100'],['游戏夜杀必死(台) / 今晚玩救你(港)'],['英语'],['https://www.imdb.com/title/tt2704998'],['7.1'],['41682'],['美国']
30209989,金三角大营救,['2018-05-10(中国大陆)'],['100'],[],['汉语普通话'],[],['3.7'],['577'],['中国大陆']
26786767,你幸福我快乐,['2018-06-15(中国大陆)'],['83'],['Glad'],['汉语普通话'],[],[''],[],['中国大陆']
30179568,我让最想被拥抱的男人给威胁了 抱かれたい男1位に脅されています。,['2018-10-05(日本)'],[],['Dakaretai Otoko 1-i ni Odosarete Imasu.'],['日语'],['https://www.imdb.com/title/tt9085692'],['7.7'],['5353'],['日本']
30441572,小鸟在前面带路,[],['24'],['The death of a crow'],['汉语普通话'],['https://www.imdb.com/title/tt8558060'],[''],[],['中国大陆']
27191369,青涩花开终有时,['2018-09-10(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
27154747,棒球大联盟2 MAJOR メジャー 2nd,['2018-04-07(日本)'],[],['棒球大联盟 2 / MAJOR 2nd'],['日语'],[],['7.8'],['163'],['日本']
30253339,蒂法有麻烦了 Teefa in Trouble,['2018-07-20(巴基斯坦/美国)'],['155'],['蒂法陷入困境 / مۈشكۈل ئەھۋالغا چۈشۈپ قېلىش'],['乌尔都语'],['https://www.imdb.com/title/tt8043306'],[''],[],['巴基斯坦']
26954562,永不褪色 Fast Color,"['2018-03-10(西南偏南电影节)', '2019-03-29(美国)']",['100'],['超能归来'],['英语'],['https://www.imdb.com/title/tt6418778'],['4.6'],['194'],['美国']
30161333,姨母的诱惑 이모의유혹,['2018-03-02(韩国)'],['103'],['Aunt’s Temptation / 姨母家的诱惑'],['韩语'],[],['5.2'],['538'],['韩国']
3259978,我与赫夫共进晚餐 My Dinner with Hervé,['2018-10-20(美国)'],['110'],['与艾维共进晚餐'],['英语'],['https://www.imdb.com/title/tt1311076'],['7.0'],['151'],['美国']
33218318,监禁星球阿米巴 プラネット オブ アメーバ,['2018-03-18(日本)'],['74'],['Planet of Amoebas'],['日语'],['https://www.imdb.com/title/tt9074210'],[''],[],['日本']
30433696,穷豪旅游记,['2018-01-19(中国大陆)'],[],[],['汉语普通话 / 日语'],[],[''],[],['中国大陆']
27090711,增速驱动 OVER DRIVE,['2018-06-01(日本)'],['105'],['超速行驶'],['日语'],['https://www.imdb.com/title/tt7155178'],['6.2'],['1220'],['日本']
3829481,山雀 Chickadee,[],[],[],['英语'],['https://www.imdb.com/title/tt1466053'],[''],[],['美国']
30328947,三面娜迦2 นาคี ๒,['2018-10-18(泰国)'],['93'],['三面娜迦电影版 / 娜迦：妒火的诅咒(台) / Nakee 2 The Movie'],['泰语'],['https://www.imdb.com/title/tt9169974'],['5.1'],['112'],['泰国']
30384313,女人四十,['2018-11-20(中国香港)'],[],['Pretty Forty'],['粤语'],[],['8.1'],['108'],['中国香港']
27097730,杀戮天使 殺戮の天使,['2018-07-06(日本)'],[],['杀戮的天使 / Angels of Death'],['日语'],['https://www.imdb.com/title/tt8670784'],['7.4'],['6974'],['日本']
30404774,真理战胜 Satyameva Jayate,['2018-08-15(印度)'],['140'],[],['印地语 Hindi'],['https://www.imdb.com/title/tt8202612'],[''],[],['印度']
30406163,北鼻异想世界 The Wonderful World of Babies,"['2018-12-20(中国大陆)', '2018-11-26(英国)']",[],[],['英语'],['https://www.imdb.com/title/tt8259568'],['8.5'],['742'],['英国']
30178892,"拉姆·达斯的最后时光 Ram Dass, Going Home",['2018-04-06(美国)'],['31'],[],['英语'],['https://www.imdb.com/title/tt6089564'],['6.6'],['91'],['美国']
27175979,洞两洞六 洞兩洞六,['2018-11-09(台北金马影展)'],['23'],['02-06'],[],[],[''],[],['中国台湾']
30317221,劇場版ほんとうにあった怖い話2018,['2018-09-08(日本)'],['66'],[],['日语'],[],[''],[],['日本']
30345201,动漫刑事司 第二季 Anime Crimes Division Season 2,['2018-09-07(美国)'],[],[],['英语'],['https://www.imdb.com/title/tt9033502'],[''],[],['美国']
30241701,颤抖吧阿部之朵星风云,['2018-09-27(中国大陆)'],[],['朵星风云 / 颤抖吧阿部2'],['汉语普通话'],[],['7.0'],['4315'],['中国大陆']
27127795,回家 Come Home,['2018-03-27(英国)'],[],[],['英语'],['https://www.imdb.com/title/tt8001146'],[''],[],['英国']
27609141,乐高DC超级英雄：闪电侠 Lego DC Comics Super Heroes: The Flash,['2018-02-13(美国)'],['78'],[],['英语'],['https://www.imdb.com/title/tt7877382'],['7.5'],['2940'],['美国']
30192287,把哥哥退货可以吗？ น้อง.พี่.ที่รัก,"['2019-03-15(中国大陆)', '2018-05-10(泰国)']",['123'],['大佬可以退货吗(港) / 把哥哥退货可以吗 / 最佳次品 / Brother of the Year'],['泰语 / 日语 / 英语'],['https://www.imdb.com/title/tt8060408'],['5.3'],['5160'],['泰国']
30297421,中二少女,['2018-08-03(中国大陆)'],[],[],[],[],[''],[],['中国大陆']
30242208,红裙下,['2018-06-03(中国大陆)'],['35'],['We Outlaws / 我们这样的流氓'],['汉语普通话'],[],[''],[],['中国大陆']
30327490,在当地吃得开吗？中国篇 현지에서 먹힐까? 시즌 2,['2018-09-08(韩国)'],[],['在当地吃得开吗 第二季 / 현지에서 먹힐까? 중국편 / Will This Do Well Locally? Season 2'],['韩语'],[],['7.8'],['1675'],['韩国']
30198972,盛唐妖异志,['2018-04-19(中国大陆)'],[],['The Demon Of Disloyalty'],['汉语普通话'],[],['4.3'],['183'],['中国大陆']
30221793,我女儿的爱人 딸의 애인,['2018-05-10(韩国)'],['80'],["My Daughter's Lover"],['韩语'],[],[''],[],['韩国']
30196787,卡哇伊日本！ Kawaii JAPAN-da!!,['2018-02(日本)'],[],['カワイイジャパンダ'],['日语'],[],[''],[],['日本']
30122544,超级飞侠 第四季,['2018-01-22(中国大陆)'],[],['超级飞侠第4季'],['汉语普通话 / 英语 / 韩语'],[],[''],[],['中国大陆 / 韩国 / 美国']
30262655,死亡奥德赛 Odissea Della Morte,[],[],[],['英语'],['https://www.imdb.com/title/tt8332142'],[''],[],['加拿大']
26933248,小戏骨：包青天之秦香莲与陈世美,['2018-05-07(中国大陆)'],[],['小戏骨之包青天'],['汉语普通话'],[],['8.1'],['750'],['中国大陆']
30223609,浴血十四年,['2018-04-06(中国大陆)'],[],['浴血14年 / 走，打鬼子去'],['汉语普通话'],[],[''],[],['中国大陆']
27041389,忽而今夏,['2018-04-19(中国大陆)'],[],['忽而今夏电视剧 / Suddenly This Summer'],['汉语普通话'],['https://www.imdb.com/title/tt10240496'],['8.2'],['43773'],['中国大陆']
28511866,保龙一族之龙游潜水,['2018-08-03(中国大陆)'],['68'],['保龙一族之龙游浅水'],['汉语普通话'],[],[''],[],['中国大陆']
30320472,赌侠之麻将传奇,['2018-09-07(中国大陆)'],['85'],[],['汉语普通话'],[],[''],[],['中国大陆']
30419902,CDTV 圣诞音乐祭2018,[],[],[],['日语'],[],[''],[],['日本']
30241932,纪实72小时 一元柏青哥的哀与欢 ドキュメント72時間「1円パチンコに哀歓あり」,['2018-06-08(日本)'],[],[],['日语'],[],[''],[],['日本']
30219595,鬼手传奇之听风瓶,['2018-05-15(中国大陆)'],['95'],[],['汉语普通话'],[],[''],[],['中国大陆']
34853975,BBC Proms 2018 Andras Schiff Plays Bach,[],[],[],['英语'],[],[''],[],['英国']
34482019,NHK纪录片：让日本沉默的14秒 世界杯日本vs比利时背后的故事 ロストフの14秒、ｗカップ日本vsベルギー知られざる物語,['2018-12-08(日本)'],['50'],['日本对阵比利时不为人知的故事 / 罗斯托夫的14秒'],['日语'],[],['9.2'],['418'],['日本']
27034702,药仙,['2018-11-02(中国大陆)'],['92'],['Healer'],['汉语普通话'],[],[''],[],['中国大陆']
30379513,钢铁时代 3 Generation Iron 3,['2018-12-07(美国)'],['95'],['铁世代3(台)'],[],['https://www.imdb.com/title/tt8178958'],[''],[],['美国']
30330675,变形金刚之塞伯志 第一季 Transformers:Cyberverse Season 1,['2018-09-01(美国)'],[],['变形金刚塞博志'],['英语'],['https://www.imdb.com/title/tt8891990'],[''],[],['美国']
33959233,内陆大采风 Outback,['2018-06(澳大利亚)'],[],['澳洲内陆'],['英语'],['https://www.imdb.com/title/tt8668706'],[''],[],['澳大利亚 Australia']
27174454,重神机潘多拉 重神機パンドーラ,"['2018-03-28(中国大陆)', '2018-04-04(日本)']",[],['Juushinki Pandora'],['日语'],['https://www.imdb.com/title/tt8893554'],['4.3'],['492'],['日本']
27175992,第37届香港电影金像奖颁奖典礼 第37屆香港電影金像獎頒獎典禮,['2018-04-15(中国香港)'],[],['The 37th Hong Kong Film Awards'],['粤语 / 汉语普通话'],[],['6.4'],['235'],['中国香港']
30360042,神探忠犬,['2018-10-19(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
30141746,有家可归的恋人们 あなたには帰る家がある,['2018-04-13(日本)'],[],['你有家可回 / 你是有家可归的'],['日语'],[],['6.7'],['2466'],['日本']
26697871,她之言：宝琳·凯尔的艺术 What She Said: The Art of Pauline Kael,['2018-08-31(美国)'],['100'],['辣手妙筆寶蓮姬爾（港）'],['英语'],['https://www.imdb.com/title/tt4472096'],[''],[],['美国']
30328984,你好！生活家 第二季,['2018-09-23(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
27069377,淡蓝琥珀,"['2018-12-17(中国大陆)', '2018-06-20(上海电影节)']",['96'],['Blue Amber'],['汉语普通话 / 重庆方言'],['https://www.imdb.com/title/tt8384298'],['6.3'],['3339'],['中国大陆']
30346085,逆青春,['2018-10-08(中国大陆)'],[],[],['汉语普通话'],[],[''],[],['中国大陆']
26972566,水星13号计划 Mercury 13,['2018-04-08(旧金山电影节)'],['78'],[],['英语'],['https://www.imdb.com/title/tt8139850'],['7.9'],['172'],['美国']
27124505,我的青春遇见你,['2018-01-02(中国大陆)'],[],['城里的月光 / 城里的月光之恋曲1990 / Flipped in My Youth / Moonlight in the city'],['汉语普通话'],[],['7.2'],['7884'],['中国大陆']
30393874,重返高校之风云再起,['2018-12-03(中国大陆)'],['62'],[],['汉语普通话'],[],[''],[],['中国大陆']
27056187,完美世界 パーフェクトワールド 君といる奇跡,['2018-10-05(日本)'],['102'],['Perfect World～与他一起的奇迹～(港) / 完美世界，和你在一起的奇迹 / Perfect World'],['日语'],['https://www.imdb.com/title/tt6950594'],['5.7'],['579'],['日本']
30241098,天降女子!～女孩子从2楼…掉了下来!?～ じょしおちっ！～2階から女の子が…降ってきた！？～,['2018-07-01(日本)'],[],[],['日语'],[],['5.7'],['695'],['日本']
24321181,久久戒酒 Krystal,['2018-04-13(美国)'],['90'],['Keep Coming Back'],['英语'],['https://www.imdb.com/title/tt0835802'],[''],[],['美国']
27150284,速成家庭 Instant Family,['2018-11-16(美国)'],['119'],['失惊无神一家人(港) / 即时家庭'],['英语'],['https://www.imdb.com/title/tt7401588'],['7.5'],['11078'],['美国']
27133051,商战街 Baazaar,['2018-10-26(印度/美国)'],['137'],[],['印地语'],['https://www.imdb.com/title/tt6514196'],['5.9'],['151'],['印度']
30382789,狗狗巡逻队 第五季 PAW Patrol Season 5,['2018-09-28(中国大陆)'],[],['汪汪队立大功'],['汉语普通话 / 英语'],['https://www.imdb.com/title/tt8209408'],[''],[],['美国']
27130558,热铁皮屋顶上的猫 National Theatre Live: Cat on a Hot Tin Roof,['2018-02-22(英国)'],[],[],['英语'],['https://www.imdb.com/title/tt7510284'],[''],[],['英国']
30122593,信长的忍者：姊川·石山篇 信長の忍び〜姉川・石山篇〜,['2018-04-06(日本)'],[],['信长的忍者 第三季 / 忍者少女千鸟～姐川·石山篇～'],['日语'],[],['8.5'],['207'],['日本']
30259827,偶像练习生之值班VJ,['2018-01-26(中国大陆)'],[],['值班VJ'],['汉语普通话'],[],[''],[],['中国大陆']
27624762,刺客伍六七 第一季,['2018-04-25(中国大陆)'],[],['Killer Seven'],['汉语普通话'],['https://www.imdb.com/title/tt10384610'],['8.9'],['40831'],['中国大陆']
26706826,我房即世界 In My Room,['2018-05-17(戛纳电影节)'],['119'],['在我房'],['德语 / 英语'],['https://www.imdb.com/title/tt6268812'],[''],[],['德国 / 意大利']
30291093,坏刑警 나쁜형사,['2018-12-03(韩国)'],[],['坏警探 (台) / 路德韩国版 / 路德探长 / luther / Less Than Evil'],['韩语'],['https://www.imdb.com/title/tt9143820'],['7.2'],['1666'],['韩国']
30176868,Frau Mutter Tier,[],[],['FrauMutterTier / Mother Bee'],[],['https://www.imdb.com/title/tt6845328'],[''],[],['德国']
30336238,Must Love Horror,[],[],[],['英语'],['https://www.imdb.com/title/tt3177320'],[''],[],['美国']
27199906,罗马宝贝 第一季 Baby Season 1,['2018-11-30(意大利)'],[],['无禁青春(台) / 反禁年华(港)'],['意大利语'],['https://www.imdb.com/title/tt7645192'],['6.3'],['508'],['意大利']
30221036,大杀特杀 Big Kill,['2018-10-19(美国)'],['126'],['终极杀戮'],['英语'],['https://www.imdb.com/title/tt7730102'],['5.9'],['453'],['美国']
30206489,脑洞男友之不死神探,['2018-04-28(中国大陆)'],['62'],[],['汉语普通话'],[],[''],[],['中国大陆']
30227447,"天高地阔艺术梦：美国制造 Big Skies, Big Dreams, Big Art",['2018-05-23(英國)'],[],[],['英語 English'],[],[''],[],['英國 UK']
33464507,破碎的循环,[],[],['Crush Cycle'],[],[],[''],[],['中国大陆']
30259833,偶像练习生之PUPPY探班,['2018-02-01(中国大陆)'],[],['PUPPY探班'],['汉语普通话'],[],[''],[],['中国大陆']
26686798,科班 Cobain,['2018-04-05(荷兰)'],['94'],['妈不得这样(港)'],['荷兰语'],['https://www.imdb.com/title/tt5258726'],[''],[],['荷兰 / 比利时 / 德国']
30393848,2018 Melon Music Awards,['2018-12-01(韩国)'],[],['2018 MMA颁奖典礼'],['韩语'],[],[''],[],['韩国']
30319422,美齡幸福便當,['2018-09-05(中国香港)'],[],['Bento with love'],['粤语'],[],[''],[],['中国香港']
30359006,初爱情歌 First Love,['2018-10-17(菲律宾)'],['122'],[],['菲律宾语'],['https://www.imdb.com/title/tt9060390'],[''],[],['菲律宾']
26606761,五度空间,['2018-01-26(中国大陆)'],['88'],['The 5th Dimension'],['汉语普通话'],[],[''],[],['中国大陆']
26995538,幽浮档案 UFO,['2018-09-04(美国)'],['88'],['幽浮檔案(台)'],['英语'],['https://www.imdb.com/title/tt6290798'],['6.2'],['206'],['美国']
26921923,茧,['2018-12-14(中国大陆)'],['25'],['Cocoon'],['汉语普通话 / 武汉话'],['https://www.imdb.com/title/tt6217140'],[''],[],['中国大陆']
30175540,杀人食物 Sofra Sırları,['2018-02-16(土耳其)'],[],['Serial Cook / Sofra sirlari'],['土耳其语'],['https://www.imdb.com/title/tt5845758'],[''],[],['土耳其']
30380015,广东十虎黄澄可之云起龙骧,['2018-11-30(中国大陆)'],['85'],[],['汉语普通话'],[],[''],[],['中国大陆']
28512200,完美爱的味道 완벽한 섹스의 맛-감독판,['2018-01(韩国)'],['62'],['完美的性爱味道 / Taste.of.Perfect.Sex.'],['韩语'],[],[''],[],['韩国']
27621791,萨沙曾在这里 Čia buvo Saša,['2018-11-25(塔林黑夜电影节)'],['95'],['Saša oli siin / Sasha Was Here'],['立陶宛语'],['https://www.imdb.com/title/tt7294844'],[''],[],['立陶宛']
3095514,阴风阵阵 Suspiria,"['2018-09-01(威尼斯电影节)', '2018-11-02(美国)']",['152'],['美版阴风阵阵 / 窒息(台)'],['英语 / 德语 / 法语'],['https://www.imdb.com/title/tt1034415'],['6.7'],['22118'],['意大利 / 美国']
