MovieId,CrewId
30284893,1323941
30284893,0e1ab2ce-5937-40ae-8b5e-6889f8217729
30284893,1326543
30284893,1339312
30284893,1349631
30284893,1343131
30284893,1320632
30284893,1328289
30284893,1318496
30284893,1411636
30284893,1328707
30284893,1342680
30284893,1390180
30284893,807a903e-690f-48e4-bb78-5fb72b1c56b4
33403749,c521d972-5bc5-40d7-a5de-a079cd857092
33403749,45ab49fc-fd66-41f5-90ff-c1ec989b189a
33403749,d36a8fcb-0b99-4e82-9325-fbe12337aeb8
33403749,39ea3cdd-57cc-4823-a26e-d0a03a81d9ba
33403749,55810c41-31a9-45fa-8a3b-4a089f013c89
33403749,1088108
33403749,6846f28b-87af-4161-8421-68dabf714a1d
33403749,5c97b8ba-473c-48ec-9f69-15c85abea82e
30132541,1378009
30132541,1387997
30132541,1388026
30132541,1388110
30132541,1388111
27598384,1350504
27598384,1360205
27598384,1242781
27598384,1040999
27598384,1022677
27598384,1318729
27598384,1009316
27598384,1382773
27598384,1017961
27598384,1229579
27598384,1402898
27598384,1124530
27598384,1123961
27598384,1004844
30353107,c50803d9-2498-4457-9e1e-6ddeccb58bcd
30353107,c7c9daaa-e763-4273-9165-fdda8b9f09b7
30353107,b7adaaf3-d9f7-489c-9905-cddbae9f8ceb
30353107,6ee9c414-9f78-4c23-b5b8-83a81d35b04f
30353107,4d70f77a-ba7e-4556-aef5-54eef66ff8bc
26948407,1402773
26948407,1036650
26948407,1041735
26948407,1017927
26948407,1017958
26948407,1089839
26948407,1149250
26948407,1041126
26948407,1000209
26948407,1269408
26948407,1212229
26948407,1344856
26948407,1251111
26948407,1316911
26948407,1004968
30345771,3c9ac87e-0537-48ec-9dba-16b2f2104b1b
26683421,1320263
26683421,1320263
26683421,1051046
26683421,1321576
26683421,1322203
26683421,1041047
27194985,1332686
27194985,1365087
27194985,1025644
27194985,1032915
27194985,1037678
27194985,1000823
27194985,1274749
27194985,1275370
27194985,1307243
27194985,1315885
27194985,1314937
27194985,1015108
27194985,1011473
27194985,1037741
27194985,1008604
27194985,1275807
27186359,1382011
27186359,759fe2cf-b0ab-4862-a08c-e5070b775735
27186359,1274697
27186359,1052297
27186359,1275200
27186359,1316920
27186359,1015315
27186359,1194806
27602570,1330095
27602570,4dcbaa2b-7b89-4c85-bca4-c672de111d9c
27602570,1047996
30255210,cd103820-49f9-4c50-8135-1f7ad9e28bab
30283656,1398046
30283656,1398046
30283656,1416238
30283656,1416239
30283656,1416240
30283656,1416241
30283656,1416242
30283656,1416243
30283656,1416244
30125997,1314402
30125997,1274567
30125997,1314402
30125997,1375489
30125997,1350958
30125997,1229775
30125997,fc55d7ab-60b1-42a1-9c42-d6503c9d5568
30125997,1317182
30125997,1274331
30125997,1108968
30125997,1354115
30381900,1286762
27625642,c622fec9-8fd0-45e3-a877-0a8dcd644584
27625642,1339956
27625642,1206041
27625642,1314886
33418396,1362319
33418396,1364926
33418396,1357493
33418396,1417439
33418396,1349004
33418396,5c2226b3-3f50-4176-ae07-bf003e2c1ca7
33418396,6f9b0b8c-b88b-461e-9c37-fc5035148cef
33418396,0bc7ac6b-bf07-4420-8b28-cb60c48c5d48
33418396,f45ffae4-6e05-472b-a291-587575968a8b
33418396,2c2dba1b-0a7e-4e79-be3a-32dba31ca827
33418396,1400811
33418396,1388717
33418396,5ad94bac-28b1-45ff-bd15-7ef94e5ffe78
33418396,58769a1c-9c06-4935-90a5-826a98830c7e
33418396,1275030
33418396,1386062
33418396,1375504
33418396,1376651
33418396,1376650
33418396,1408038
33418396,1388716
33418396,1412206
33418396,1412207
33418396,1408039
33418396,1412279
33418396,1412208
33418396,e6566518-fda7-4dbb-b3d6-961528ae6c54
33418396,a83d0143-c8e8-4934-a5fd-fce1fe5d60b1
33418396,1c994713-29ed-453d-a8b2-9bcd5772adca
33418396,1360542
33418396,1387493
33418396,1387457
33418396,1368634
33418396,1387459
33418396,1419037
33418396,1419038
33418396,1419040
33418396,1400907
33418396,1400906
33418396,1419039
33418396,1401935
33418396,1402033
33418396,1402030
33418396,1402031
33418396,1402032
33418396,1402034
33418396,1402035
33418396,1408078
33418396,1405057
33418396,1366427
33418396,1366428
33418396,1366429
33418396,1366426
33418396,1366430
33418396,1366431
33418396,794c6741-fd93-4c0c-af02-b3e8351a6606
33418396,ff2cf708-3707-4680-802e-9023ddd8d49f
33418396,17f19f65-3f4a-430a-80dc-266f6296169e
33418396,35db9d53-5fb1-4bd2-af37-416dfdef4e15
33418396,5b1c987c-24e7-48f8-a1c9-88bc5ee82147
33418396,aed38d34-bcbc-4eef-9e9e-3121e5a482aa
33418396,c78c8cbe-0d19-4cd8-9c65-592e86e514ba
33418396,4c9355f3-2afd-4424-b367-1ec4c9c771ac
33418396,6f736593-701f-4d3f-9a30-8b0197b44265
33418396,8823af63-dee3-425a-9dd0-2845173aa696
33418396,1380169
33418396,d1820098-a1b5-4b73-a0da-ef34b1bf8328
33418396,1402870
33418396,1395267
33418396,1401439
33418396,1381032
33418396,1405295
33418396,1388714
33418396,1331878
33418396,1393507
33418396,1393506
33418396,1393505
33418396,1393504
33418396,1381040
33418396,1392911
33418396,1393503
33418396,1388749
33418396,1388755
33418396,1388754
33418396,343abc09-63cb-468b-8626-1c3cfecdba8d
33418396,d9be8eae-2de7-4bf6-a42c-fe95c364599e
33418396,c53c66bf-4c92-4494-abed-c83bf4b658a7
33418396,ba630d69-d840-4f35-afbb-c2d05a41de0f
33418396,1393818
33418396,bbc60a42-1b32-473d-be93-856eb393ef51
33418396,6a6fe4a0-fdac-4be3-8fc2-fe30166a785c
33418396,d3097e91-3ac2-4d80-95d5-c2540926837f
33418396,4e7a63c8-19f0-4040-a75d-4c9285d80779
33418396,ff430b0b-042c-4cf2-85f2-5ab93e1390bb
33418396,fc49cf88-0182-4bb2-a43d-bc930032462d
33418396,290e3775-08b7-40c0-bd39-5b1fef3c3086
33418396,3bdcb481-37ae-4ec4-ad9b-fd070112b618
33418396,b33ca9c3-10c4-4d24-ae5d-fcb06bc77f5d
33418396,6a5087b4-02a8-4a28-a0fb-a902f32d20df
33418396,8cf2d051-91a6-4037-abd9-fa70c59e1387
33418396,bbbfb952-f394-4bd5-9b4e-f348f66b77a8
33418396,21cc2d48-9a84-450d-9b9c-454e9a77f03a
33418396,c8b88853-de3e-431d-aabf-f2d85a048313
33418396,1389085
33418396,50d55787-e93c-4a14-bf6c-98f5235191f1
33418396,07d0e4bd-aa52-4f91-b5cb-7ff212898cbf
33418396,982823aa-2aaa-4b25-b941-42e1ea06623f
33418396,02685123-a3ef-451c-8173-01bccaf8ea3a
33418396,2899a5b6-3684-4585-b6ce-21a250c0d4db
33418396,1389096
33418396,92377311-bafb-453d-8088-dae02b10d38d
33418396,806848d1-9bc5-45a0-810d-809c53f59aab
33418396,1348191
33418396,17feeac0-df4a-4b99-bfc2-b0b8ae89b7b8
33418396,2c695cc4-3cd6-4b03-be37-0c98621c96dc
33418396,9c0ec9a8-1283-4611-8f5c-2f4c72477519
33418396,1386999
33418396,1386998
33418396,1387000
33418396,1387001
33418396,1387002
33418396,1387004
33418396,1387003
33418396,1387048
33418396,1387005
33418396,1408586
33418396,1391796
33418396,1408580
33418396,1408581
33418396,1341856
33418396,1402893
33418396,1388984
33418396,88aff368-928a-4d24-a897-4ed677998a66
33418396,1395266
33418396,4b0c219b-10f6-430d-b97c-1032c3793280
33418396,3410a4c7-d74a-4ee8-8472-47d720da74a8
33418396,e241d1fc-84ff-4716-94b5-bdbcb124eabd
33418396,f7fa4533-8ead-4454-8c3a-acef4d34d80f
33418396,1404199
33418396,1a4a5cc4-8cc4-42b3-8e0e-d0d6a7892ce0
33418396,52bc6b0f-e291-48fa-8ef4-8e0150b93386
33418396,ea9f1b69-1640-49df-8c1e-5da34c42e8b5
33418396,1417431
33418396,28530ef3-6c91-4718-ab66-089f08faa2d1
33418396,bc9bb883-1b5a-43d9-af9c-a9183334363d
33418396,1399089
33418396,f1f6ccbb-d4b9-4990-983c-36744b98ebe8
33418396,0669a55b-774e-4dab-b0ba-d2c31dfc6236
33418396,0f0366ae-361d-4d21-9a41-b6825ee9775b
33418396,b00d2f7e-bac0-4863-a85e-ae215742af15
33418396,03e3ad7f-8723-4ff8-8627-885f75736416
33418396,1385204
33418396,525e8878-2a25-45cd-8d13-d2a7e953fe21
33418396,07701844-6d62-4c3e-a366-9fb72d13d55e
33418396,1ff531fe-13fb-4e04-bcae-85ec67fa7b0b
33418396,1402200
33418396,1376474
33418396,1388635
33418396,9ad38239-7184-491c-bcb9-59fb18fdeee6
33418396,1378719
33418396,23c3fec0-90a2-4bff-90d2-918698442874
33418396,5d3cba77-54d5-428b-bf49-7f9458dc466b
33418396,0d78faa2-f191-43e6-a99a-6961b89716a1
33418396,2b6bb437-bafc-4e2b-9dea-b085a30d67d9
33418396,b0b11b3a-f920-47f8-9976-0a51b7e457bd
33418396,03407d0e-8870-47cf-b01d-17028dd51fb4
33418396,da5fe4c3-eb04-47fe-9b83-0b9da8c8928e
33418396,4a502278-6caa-403b-acc2-90a15d6cf411
33418396,f6cf035b-3b9f-4bf2-9c09-712409667402
33418396,1414504
33418396,81be69de-2a75-4c03-a260-25563ed1fdd5
33418396,db97f160-8173-47eb-89d8-34be485801ce
33418396,df5f537c-5e76-4b25-ad61-67c9d3957492
33418396,4ebc9709-8071-43a0-9fc9-2b8a9b55854e
33418396,cd712aae-1b94-4df9-8762-ce3e28e076a5
33418396,bf0ff4fa-625c-4ac8-8473-469938493056
33418396,d47f8a8d-ac46-4b67-afb0-c033282b99f7
33418396,8d8438f4-67b7-474b-a287-953f7f1448f6
33418396,347e998d-b8b1-462e-8b3c-449736d66625
33418396,7cfb637d-c3b7-4254-aebc-03ae59ee1ff4
33418396,ae55a185-1e9b-4bf9-bd37-7eebd0976ce9
33418396,a049daaf-de8b-4f8a-ad2d-aa669866adf2
33418396,e9c22cd2-7fe0-4e09-aa6f-b8b0508309ac
33418396,927f7fd5-97d4-48e7-a231-652a3cd9dee9
33418396,cd7cdf5b-aa2d-4013-b3d2-69873c0ac72a
33418396,1385482
33418396,1385483
33418396,a680212d-73d7-4262-9153-3ba68c6b30cc
33418396,fb60b792-7cd8-48fc-895b-9e20e00c4a1f
33418396,1b0ff16f-aa18-4e7b-9fb8-a7f1bf4c8f18
33418396,747e1afa-9597-4383-97f0-f4230ce5ac4d
33418396,05b3afcd-e349-4a78-bdef-f5035e45971f
33418396,486fb6bc-a4f6-4d57-8d17-c020b75bb363
33418396,7469000c-0992-4908-a38a-e42a9ff449bc
33418396,06e9acb8-b7be-4aff-9882-d134f25675dd
33418396,551758eb-1a4d-4306-8017-d3091c941d1b
33418396,19ee7a6b-2056-4f41-be51-ba404a7533e1
33418396,78664657-85ba-46d9-b01d-8a0a2749509f
33418396,2ef69f75-c105-4aa7-94d6-30407b8f4144
33418396,5697b6f2-2cdb-4cdb-8ad9-f3b1bd1a766f
33418396,4479c0bd-c77f-4611-a7ca-cccf2e4a833c
33418396,5f81972e-f870-4b2b-af43-79bf91c44750
33418396,a620576d-c571-42c8-b330-aefde28302c5
33418396,4b4de94c-74af-44a5-b760-73a37c5a0df8
33418396,7b9f7174-33aa-4702-aa16-f4c8cb6f8f7f
33418396,37f53086-416f-4542-8fd5-208cc1f38585
33418396,600bf489-b624-4d83-8584-3d99379a42b5
33418396,1406060
33418396,1355588
33418396,1354126
33418396,1413659
33418396,1354125
33418396,1401007
33418396,1413658
33418396,1354077
30263991,593565f0-37d6-4891-9b08-fe02d865bbc6
30263991,1358549
30263991,1321447
30263991,1345900
30263991,1313718
30263991,1343099
30263991,1002071
30470208,a314b4de-f7f1-4119-85f7-3f59ae088b28
30470208,ab6256dd-fdce-4cd3-9615-a2fbc0a8c66e
30470208,8a3a1dfc-92fe-4e92-ba29-b93bc52c27f8
30470208,b538304a-044d-4fd7-812a-a88387471059
30470208,8964eb7e-414d-4c35-96c2-97582e81eea5
30232260,1309435
30232260,1341937
30232260,1344623
30232260,1320333
30232260,1321448
30232260,1398441
30232260,1309435
30232260,1028166
30232260,1274418
30232260,1058969
30232260,1275733
30232260,1347978
30232260,1366823
30232260,1048388
30232260,1330369
30232260,1398440
30232260,1035615
30232260,1034382
30232260,1397461
30317962,ca0c1dab-ef0f-4dbf-bb06-8bbdcac925e7
30317962,a5065ed7-d148-4be7-ace1-4a471c4f7609
30345942,1020600
30345942,1343843
30345942,1343911
30345942,1401144
30345942,1343742
30345942,1327463
30345942,1326987
30372122,49fbfcb8-bf36-4cce-ba52-71b3845b9af7
30372122,10f426fe-d6ee-4a0c-9a44-a671edfc14f3
30372122,70f3c1ad-2e55-46a7-9687-17efb7338a4f
30372122,1da07c00-98d6-4a1d-ae36-d70bb3e4271a
30372122,1032801
30372122,f424e232-87a3-4a18-b81b-c32a26f2de2a
30372122,5e20b374-94c7-45b8-af47-3d9e132d4951
30372122,1b190720-69f3-4638-9b6e-1377db6bac2a
30276436,c700db7a-abf8-46a5-bd83-93b67e4a77c2
30276436,973b12b2-7a5d-42ef-9ad4-c8e0ebf57b67
30276436,0762b812-7e14-4c7c-9840-3408795c44b5
30276436,923e0929-d569-49a0-8e8b-0ea4c185c3a0
30276436,d951348e-dbf4-4b35-97ad-35ac394baa63
30425553,1378326
30425553,1378326
30263985,1274771
30263985,1340011
30263985,1398892
30299197,a83240f2-c556-48a2-b3f7-87b1126c8366
30299197,33184ca6-acf6-44e7-a673-b8d59034e587
30299197,44a5523c-fd3a-4c8b-8751-b6901184ec49
30299197,ddb8f87d-90fa-433e-9acc-8951b1b2cdef
30299197,be2026af-a238-4c44-a5c5-8cdf4e5553e1
30299197,c1650ca8-adb7-4c33-b51b-c79033646d65
30299197,52e267f1-eab7-4482-bd07-3cb02e7a1be9
30299197,3a579f2b-cfd3-42f4-9f8e-2b9a54a1bd74
30148206,02129bf5-8eaf-464f-b1ff-4d29053d2c71
30148206,b8bd7c2e-41cf-4e8d-b662-89c3f01c3cb5
30148206,1275866
30148206,1320199
30148206,1389082
30148206,1275625
30148206,1384702
30148206,1323260
30148206,1316260
30148206,1275719
30148206,ff30cc8d-bb48-4695-b427-d8ed29165760
30148206,1315302
30148206,81891993-75b1-4ccb-b1bc-4d00584a5666
30148206,1316211
30148206,1356845
30148206,1315062
30148206,fe88603b-bfed-4084-b4f2-f24384caaafd
30148206,1307051
30148206,1314861
30148206,1316515
30148206,1328780
30148206,1367536
30148206,1360779
30148206,1316264
30148206,1372743
30148206,461772fa-d8f6-4b38-844d-c18d87951ffd
30148206,1365542
30148206,1385914
30148206,1052286
30148206,6d596833-49c9-41b0-b7f6-46db37869da0
30148206,1318964
30148206,1050335
30438264,c924e8ea-24ff-4878-89ec-b156727d22c5
30438264,685e4eb1-9311-44dd-9e6c-3015a35b3181
30232274,1051245
30232274,1315671
30232274,1321423
30232274,1312902
30232274,94e8f7f8-4f79-4d26-b156-01b4c0a57de5
30232274,1351264
30329126,dbb05485-f8f5-497e-9d5d-d7c204fe6161
30329126,b057f1f3-4c18-4eb9-87d5-828338b1d4f8
30329126,df3c09b9-86dc-4fd8-8ed6-1e38afea8c05
30329126,1349821
30329126,1321212
30329126,9ea2d08c-b6fc-4e2d-a9ec-b7f60a81928a
30329126,da5a6278-5358-48f5-a0c8-6b1a2faeb72a
30329126,d10d5fc6-d7fb-4b08-864c-00a11e3660c8
30366631,1028608
30366631,1108837
30366631,1055333
30366631,1040504
30366631,1025254
30366631,1036503
30366631,1022508
30366631,1036488
30366631,1049736
30366631,1143368
30366631,1019029
30366631,1040597
30366631,1018147
30366631,1054878
30366631,1056883
30366631,1027326
30366631,1009571
30366631,1064769
30366631,1385822
30366631,1322919
30366631,1018474
30366631,1136768
30366631,1032155
30366631,1084368
30366631,1101461
30366631,1123219
30366631,1091135
30366631,1128354
30366631,1060508
30366631,1093104
30366631,1014340
30366631,1290388
30366631,1063325
30366631,1028608
30366631,1282718
30366631,1089220
30366631,1300727
30194423,1381648
30140114,edda7e62-7b26-4a80-89a5-6c1d50add20a
30140114,a095fc69-36f0-401b-adce-652538f38bf0
30140114,1340624
30140114,1326932
30140114,1274580
30140114,1371988
30140114,6a010c00-48e6-4106-8479-8722aca22668
30258085,1332518
30258085,62180e42-558b-4b1b-853a-9279c09690d2
30258085,1312693
30258085,1274779
30258085,1038974
30258085,1326049
27664622,2fd9b800-29ec-4df6-a3c7-e6dfa0ae596a
27664622,1339881
27664622,1002520
27664622,1032036
27664622,1274869
30358091,1376015
30358091,cf7c6713-1d9f-4f6b-940b-a50e05895f9f
30358091,8303dfc4-20e7-4529-a04b-007301cf890e
30358091,ace32719-0f66-400f-a129-950db602a41f
30358091,891dab37-2baa-416b-918c-e6064c07db56
30358091,81fca19e-bb45-4e0f-9bac-8de8ef79a72e
26926309,1096554
26926309,1314505
26926309,1318730
26926309,1026133
26926309,1042900
26926309,1038087
26926309,1317111
26926309,1042350
26926309,1054354
26926309,1194806
26926309,1038560
26926309,1033902
26926309,1025850
26926309,1321468
26926309,1339311
26926309,1025560
27597060,1365201
27597060,1365201
27597060,1325749
27597060,1245809
27597060,1324060
27597060,1313437
27597060,1327841
27597060,1319405
27597060,1319414
27597060,1326732
27597060,1376395
27597060,1019299
30188778,1316346
30188778,1326382
30188778,1318400
30188778,1337444
30188778,1314295
30188778,1385789
26938137,1033068
26938137,1033068
26938137,1017991
26938137,1013872
26938137,1036422
26938137,1340707
26938137,1357078
26938137,1357550
26938137,1010046
26938137,1365356
30312832,1327465
30312832,1361150
30312832,cf62a0af-3fd6-42b6-a965-97f747e217bc
30312832,90225cb1-89a0-41a4-afd9-c07de8f59b17
30312832,1397904
30312832,1339706
30312832,1e94fef3-31aa-458c-bfe1-b85740108a55
30312832,ca987119-f4cc-4492-bfe9-781d5cf7d55f
30312832,509af82f-2fad-4e76-96c4-3e03f25bd94e
30215191,1342632
30215191,1342633
30215191,1329886
30215191,1392430
30215191,1326947
30299815,c64f4da1-5e5c-44d9-bb8a-01271b751dd5
30377700,0af74c67-cc24-4c29-8ff4-da1a9888436b
27144971,9389c1a0-b67e-466f-bc6d-fb9901394e73
27144971,9a41c803-76fd-4257-af6c-2851df50eccd
27144971,1341567
27144971,1275199
27144971,1033344
27144971,1276138
27144971,1276137
27144971,1206535
27144971,1212736
27144971,1008446
27144971,1342947
27144971,1033762
27144971,1034346
27144971,1047738
27144971,1351265
30366382,1036342
30366382,1045382
30366382,1036342
30366382,1054384
30366382,1054410
30366382,1075956
30366382,1390890
30366382,1418083
30366382,1415182
30366382,1357618
30299342,da104b2c-f87a-490f-a20b-5cfca404ba9a
30299342,d33a32ec-cb0f-4d11-8d88-28c8bf1344b0
30299342,869acbdb-6eec-41db-86b4-2e05d9b876de
30299342,e32357f6-3fa8-4ce8-b2d7-f4ac86ba9002
30299342,8a56fb9a-18c4-4875-a700-a83e4f44a7b9
30299342,d9a33f4a-2087-462b-93b1-8d1c28f06017
30299342,1391852
30299342,1378026
30299342,3fb0de90-6f96-444a-86cc-cdfca4df85b7
30382776,b72e3b25-baa0-41d0-a4fc-f506207b8aac
30382776,f16b0950-da83-43d4-bc84-7c947ed7c870
30382776,1313961
30382776,1340988
30382776,314985ac-d958-4b6e-aaee-26ad68a4fee0
30382776,d04d715e-fe19-4eab-842a-3e80c37b5d97
30382776,12070cbe-461c-4042-9e08-463f45405ec7
30371826,bc11c7b0-3ec7-4b26-80f1-bb8c4da0c2e3
30408172,1413976
30408172,1413976
30408172,81abc1dd-5083-4a12-a226-7022a053292d
30408172,ea5d9cec-ecf4-4c1d-929e-7aeb710ecf7f
30408172,f03b5234-af8e-462c-af8f-724d9b9e782c
30384307,df12742b-540e-49f3-87a1-1476ef6d1ea1
30384307,95ed74eb-a024-486a-b5ee-3bd4da59066d
30384307,25d94cab-23ae-48f3-832f-9e09ad72a7b5
30384307,4fe2783f-b4e9-482f-8e1c-7a4955a1d166
30384307,181ff78d-48e1-4e94-b453-5ffc3d5349b7
30384307,9982099d-8359-457a-b355-a1e14e20f449
27140040,1361147
27140040,2c3b92df-af1a-44ec-948c-ab1fec97694a
27140040,b2cf70cc-e028-4a43-b0f7-81889aa91aea
27140040,1391349
27140040,1392470
27140040,1339648
27140040,1386865
27140040,1275199
27140040,1341348
27140040,1374109
27140040,1363331
34852302,064dc94b-0cb2-4d79-8788-d99cc9c8a7fb
34852302,01b8375d-6bac-43cf-97c3-7b59d124b279
30389623,9b6e0cf1-21d1-443d-8eda-8a61daac5609
30389623,1316433
30389623,87ebd101-fc8e-40d5-800b-56f538b77ed9
30210200,1395666
30210200,1395666
30210200,1051788
30210200,1a1c381e-0fe2-4b76-83b1-c0849766bf07
26949241,1009293
26949241,1388535
26949241,1013760
26949241,1053587
26949241,1049607
26949241,1305370
26949241,1239332
26949241,1324073
26949241,1324803
26949241,1129549
26949241,1004570
26949241,1333426
26949241,1314359
26949241,1071717
26949241,1389274
26949241,1355629
26949241,1180761
30209989,577d4fe8-45c6-4ae1-ad88-50044757058c
30209989,462b2b59-17da-447a-a003-1bccacde41f3
30209989,1349114
30209989,1349304
30209989,1398827
30209989,05d1e3ac-42b9-4ae7-a645-fa888a87ce1b
30209989,da0f9876-92f2-4fb3-8c28-00eaaa88d2b1
30209989,d47ba905-f809-46e3-a66f-39ecb225b8cf
26786767,1349547
26786767,1364488
26786767,3550cafa-f2f7-42b7-af8b-2476699ee523
30179568,1351629
30179568,1386492
30179568,1244490
30179568,1051347
30179568,1330000
30179568,1347606
30179568,1048653
30179568,1034346
30441572,4fb0a020-c16a-4f3c-8161-480eb0b9be90
30441572,07a8a3ae-a7bf-4b0b-9a51-219a6b071713
30441572,46a06be8-0c68-421b-8f51-c5325c9f1684
30441572,4a8dfece-5b64-40bf-a0ae-d268c7fb97eb
30441572,f13f5847-d8e5-4ef4-bb62-a8b0c33101b2
30441572,24592183-d806-496b-b6b3-8ecedff9a313
30441572,a374c40b-d58d-4012-87f2-0bb4cd8d723c
30441572,7b7ff6a7-ab84-44d3-a1fb-2e63f6efe8ac
30441572,ca5dea95-b81f-4047-89b1-6b2448e91a62
30441572,77fed0d1-8a50-4530-a592-7911d6e50808
30441572,53e88a7f-158b-4252-8012-a66dc5be8742
27191369,2db83d67-8056-41a8-9d9b-3f08acef1ba4
27191369,1383697
27154747,1317548
27154747,1316123
27154747,1382015
27154747,408e23fd-1e13-48c1-af04-fc93a464cd79
27154747,a60ddd2a-e731-46ec-8251-3bcbbd1d1ce1
27154747,1383172
27154747,1351265
27154747,1033302
27154747,1028326
27154747,1034028
27154747,1319926
27154747,1050793
27154747,1353575
27154747,36df56b1-e11a-4f6b-a4cb-341826e55ca4
30253339,92b0105d-b54a-44e1-818e-af02d4540ea2
30253339,35857494-d622-4707-8831-40f75bcbfcf2
30253339,1261082
30253339,1261082
30253339,1c43d875-8831-4294-aa78-5a116fffce3e
30253339,147c7f6b-8f1e-4287-a59e-530de14d6797
26954562,1355560
26954562,1355560
26954562,1316167
26954562,1000397
26954562,1366312
26954562,1317101
26954562,1007009
26954562,d8350121-a319-4350-9054-b24c2bbc99a8
26954562,d6af4102-13d4-4c88-9b06-b02ebe2b7e4b
26954562,8ac0524a-1ab3-4785-965f-1aeb9dd5dac2
26954562,0ce23e98-2b3d-4908-8157-0ecb4fb9b5b9
26954562,9a130dce-42fb-4c4c-a0f1-14496e00a258
26954562,1237239
26954562,713b8012-19b1-4bfc-9cd0-f26fb58ec0ea
26954562,a5937b0f-1499-4254-a165-59033333b341
26954562,c8a607a7-8104-4e00-b83b-e107dca5b836
26954562,c94843b6-fc97-4f34-aabd-532c6c2aebab
30161333,e8a6eed2-3a6e-4d87-b664-c04a2406c6ee
30161333,1397861
30161333,1327583
30161333,6779ec23-4816-47a9-868c-628678778335
3259978,1284761
3259978,1284761
3259978,1354678
3259978,1019009
3259978,1045101
3259978,1314624
3259978,1318675
3259978,1002695
3259978,1000061
3259978,1162870
3259978,1032132
3259978,1000257
3259978,1333947
3259978,1333190
3259978,1112014
3259978,1348852
3259978,50a35726-af63-4f0a-b901-02d813cedba0
3259978,1133120
33218318,1381621
33218318,1381621
33218318,1349541
33218318,1389053
